,GLOBAL_ID,IDENT,NAME,ELEVATION,ICAO_ID
22,69615EDD-94FD-4D76-BD14-C2DA3B896978,8FL2,Kiever,67.0,
23,A5E68D46-3986-423B-92E3-3C11767EB263,FL58,Johary,72.0,
24,2557511B-AD98-4E8D-B3E6-6D88661E664C,19FL,The Villages,103.0,
25,B7068821-BCA5-4E87-B84B-76A441A1CC5C,7FL0,Jordan,56.0,
26,A52E33E1-DD17-4323-B9EC-59F8A3F084C5,5FL2,Blake Medical Center,17.0,
27,6C8BEB7B-3F9A-432F-B3E9-E1B69822F5A1,7FL9,Lakewood Ranch Medical Center Helistop,20.0,
28,3890EA7E-7AC1-4CD7-AA21-111776F1D352,FL45,Manatee Mem Hospital,10.0,
29,C5C197C8-C3C4-429A-8ADD-465EDC9E9242,FL78,Lewis,45.0,
30,A5262142-CC75-43D6-95EA-FDCF50AB6B25,5FL3,Hospital Brandon Helistop,64.0,
31,A06589D6-B091-4295-A1FB-880091E2C1DB,FD71,O'brien Arpk East/West,55.0,
32,702D97B7-F1E7-4880-88C9-20D5C7C9492B,2FD0,Lazyboy,45.0,
33,C7F45081-D4E1-4C6A-845F-E5FFE8839A4B,FL02,Fox Fld,72.0,
34,1CEE155C-BDF4-43A6-8FF5-863E7826B475,FD16,Flying C Farm,75.0,
35,C96C9CD7-7183-4A97-AC7F-8DF330FD4DB6,BKV,Brooksville-Tampa Bay Rgnl,76.0,KBKV
36,8FC0E3D9-6DE3-40DD-9E39-4310E08BEC92,X05,Pilot Country,80.0,
37,FD0D5EFF-CBD7-4CEC-8F93-D8995820A225,5FD7,Chinsegut,80.0,
38,816B8A74-A6FD-4E2C-8F00-01FEA6E402F3,CDK,George T Lewis,11.0,KCDK
39,4E1D8A08-117E-418C-BAAB-6D3D9729CE84,FA71,Cedars Airfield,8.0,
40,4ECA6835-91AF-4F17-A865-6B0AB84983DD,77FL,Advent Health Celebration,92.0,
41,6F28C730-ED45-4DB3-B575-1BF11810B63B,FD89,Collier/Pine Barren Arpk,220.0,
42,740FC505-5F07-4DF4-A5EC-CDF0A3A6E794,31FD,Florida State Hospital,235.0,
43,A35228F1-846E-4E43-9796-3AD251BBFDA2,73FD,Brookins Air Strip,45.0,
44,ADA311C0-1679-4526-A9E1-FFFB43010D54,FA36,White Farms,46.0,
45,F70D1DBB-DAA7-4E9A-97AF-08B2D78E7C76,79FL,Neal Fld,45.0,
46,D95E9C08-6FE3-4698-84E6-7FB63919B871,51FL,Chiefland Sky Ranch,35.0,
47,FE8FE918-399F-44B2-AD02-F803B6A2E3D3,6FD0,Windy Acres,45.0,
48,6152FC70-ED26-4C07-B9EE-299C0BD3B3EE,80FL,Northwest Florida Community Hospital,130.0,
49,4D4379E2-B97E-4850-8AAC-9C9D4DF73646,FD94,Hartzog Fld,125.0,
50,6E7EA60D-F2E5-49BF-BAA0-9E82359C1A43,6FD2,Big Oaks Ranch,25.0,
51,ADE6A6A9-BA27-488D-B3AB-315B9C2317D1,9FD5,Thompson's Goinbroke Aero Ranch,85.0,
52,3423BFD3-9AC9-4E0C-B66A-01863B7908D3,COF,Patrick AFB,8.0,KCOF
53,27DA1AF5-6799-4617-ABE0-4C1D1EAEE742,XMR,Cape Canaveral AFS Skid Strip,10.0,KXMR
54,023F642C-4F2D-462C-B57E-D424E67AB43E,1FL8,Cape Canaveral Hospital,6.0,
55,3DF76CEC-F97D-4834-908C-1B5C14F658CC,2FA6,Freeflight Intl,55.0,
56,25C9B5FC-C29C-496D-A2E3-45AC6D96089B,FD44,Eagles Nest Aerodrome,63.0,
57,589821DD-93F5-4AC9-BA57-69D15AB56626,2FA5,Thunderbird Air Park,67.0,
58,EC8C5A4A-110C-4C75-A7BC-2A9FFF70C6C2,FD56,Inhome Medical Landing,55.0,
59,11447C40-E087-4CEE-8A11-D951114E9A22,16FD,Skinners Wholesale Nursery,20.0,
60,B12DBB86-ED23-47EF-8520-6EDE74C7E0D2,28FL,Jim Finlay Farm,40.0,
61,C7F32896-6958-4E47-8488-1619ABF1D5E5,11FD,North Okaloosa Medical Center,230.0,
62,09BFC2F7-D1A2-4949-826D-FD8C2BF4AEE7,FL81,Triple B Arpk,210.0,
63,CCDF1C51-6530-4455-887F-AD28A8747D10,CEW,Bob Sikes,213.5,KCEW
64,C1F90AC4-CF4A-4361-B283-CE40F05969E4,FD03,Five Oaks Estate,200.0,
65,529D8866-6801-4226-A5C8-0B72924EF9E5,7FL6,Spruce Creek,24.6,
66,B4942396-56D3-4C58-A25E-72737F1A5C30,4FL6,Advent Health Daytona Beach,287.0,
67,472960F3-3936-4B5F-BC3C-BB462E0291EA,FL44,Smokey's,10.0,
68,7AA47F71-E12C-401C-A527-AE3DA2969286,29FL,Halifax Hospital Medical Center,46.0,
69,63E7ACFC-667A-4CFE-ABFA-2B42424319E0,54J,Defuniak Springs,289.1,
70,7B0761D5-011B-4291-99B8-26A17A62E092,0FD9,Joy Farms,290.0,
71,1151E423-72EF-4DB2-A2C7-E616AEB4F781,69FD,Unicorn Place,260.0,
72,D3FAB8B1-D17F-46A7-84E7-573DCB7E7F52,FL71,Pennington,40.0,
73,C4119A69-2E6A-486E-B0E6-7FDB77F5D09B,0FD5,Breezy Knoll,235.0,
74,65230C3A-CD1D-4AB4-AD55-A4A7F7F96942,DED,Deland Muni-Sidney H Taylor Fld,79.1,KDED
75,EB7DBE8C-9EC7-4A39-A146-69B53A12DAB3,FL62,Bradshaw Tree Farm,55.0,
76,1BF06286-CC0A-4CFA-B6C3-538982872610,FA04,Mease Hospital,35.0,
77,DF9F2FDE-BAD0-4B81-A035-D4C8E6A96C2A,X35,Marion Co,65.0,
78,CFD8401F-800B-4BD7-B5AD-E0595DDDD656,10FD,Seven Feathers,68.0,
79,CE276051-0D65-4F19-9CAB-9001C314C93E,9FD8,Wesh-Tv Channel 2,118.0,
80,B445B12E-87A8-4DBA-A2E9-FB0557B4CCF2,FD35,Redhead,102.0,
81,27A67F31-8C31-4E05-B6F2-983859D7CDDF,5FL4,Byrd Air Fld,21.0,
82,E3029685-9F92-4C19-95FC-3999864972CA,6FD7,Thomson Airfield,35.0,
83,5C305181-4962-4EAC-B6BE-C5FC9BF86C87,X36,Buchan,15.0,
84,7F9AED5D-DD80-4572-B411-44A7FB2D456C,1FD4,Corkscrew Trace Arpk,29.0,
85,18280BEF-1028-42AA-B0BD-66893842EBD9,X55,Mid Florida At Eustis,167.0,
86,3B70494E-C5D4-4EF3-91F3-56F2550562FF,6FD6,Rose Ranch,167.0,
87,7717E81F-D924-4B59-9C56-5132A2C9DA68,X01,Everglades Arpk,5.0,
88,24EAE607-1BAC-4366-81A4-60C16A832681,9FL7,Oasis Ranger Station-U S Government,10.0,
89,32D36D32-A755-4E14-A1E4-78594E8768DB,FA09,Reluctant Gremlin,200.0,
90,B4670AF0-EA13-47D0-9E06-8A9087159B91,FXE,Fort Lauderdale Exec,13.4,KFXE
91,AECF0D51-99E1-4662-8826-597DAD4E8481,FD62,Waters,125.0,
92,F10A63D2-754E-4FDF-ADA2-0848FF538202,1FA9,Villa Char Mar,134.0,
93,33BC7558-D32D-476C-9E9C-A2E85AEBF55A,FL90,Salty Approach,6.0,
94,18F50CDB-5BC0-48F4-A8A6-95EBB85F8779,47FD,Strayhorn Ranch,20.0,
95,001E4505-9AFB-4028-BA85-FF8BC4CB0FD5,3FA4,Gulf Coast Medical Center,18.0,
96,0613B457-1FC5-421A-ADF3-83D082F30F0D,FD67,Lee Mem Hospital Emergency,12.0,
97,35AFFC1F-0453-4993-8788-B12007FB30C2,41FL,Southern Machine & Steel Yard,18.0,
98,C6265278-04C9-40A4-87BE-E583CC791970,67FD,Gulf Coast Hospital,18.0,
99,E94D570F-F2F6-4B7C-9BA5-349060B63D52,3FL6,Wink Tv,6.0,
100,AE31CBE9-C5D9-43C6-B86B-07282A4CBDD3,1FA3,Pine Island,12.0,
101,114D2A33-B3F4-47BC-BF7E-48B8A3345796,29FA,Caloosa Downtown,2.0,
102,B80839E9-43E2-4407-8333-F2E0B0F211F1,1FD3,Jfk Medical Center,61.0,
103,4CCA9DEC-8A55-4976-A91A-1D2CF442BDB7,FL16,Market World,125.0,
104,C4F12DC7-230E-4F00-8B94-33E408B69762,1FL0,Garner Landing,147.0,
105,4C69AF5C-43F1-44F8-AD41-186B887D245D,FA53,Eagles Nest,125.0,
106,7BFF4B73-13CF-4A67-8D23-D78E13878FD3,AVO,Avon Park Exec,160.4,KAVO
107,2C7080C0-A215-4D24-A52F-E1AAE45E2BB3,FL01,Crews Homestead Ranch,90.0,
108,C43CDBF7-C967-4233-9AB5-C30BFC1474C6,AGR,Macdill AFB Aux Fld,68.0,KAGR
109,012F40B0-20B9-4050-B3B1-0ED42421DBDD,18FD,Skypark Estates Owners ASsoc,250.0,
110,FD36F5F8-CDCB-4C6E-9FA2-F706FD723F60,55FD,Dotson,251.0,
111,65600825-09CE-4802-8376-268DD510DCE5,BOW,Bartow Exec,124.8,KBOW
112,D93B7327-432D-443D-B318-479FE805B697,FD65,Bartow High School,116.0,
113,F4EE8D54-B618-4EC4-96AB-A25DB14E306F,1FL7,Barton Rgnl Medical Center,107.0,
114,9558055D-CED0-4FA0-9D12-C149FE7A2B8F,FD79,Jordan,56.0,
115,624789DA-FFA7-4B23-995C-233A3B30CE47,F95,Calhoun Co,122.0,
116,A3652CDA-99E5-4CEC-82A1-BC4DDF6E1305,5FD6,Boca Grande Helistop,10.0,
117,F6FD01D5-1BA8-4E8B-ADF4-EA49D6436449,BCT,Boca Raton,13.0,KBCT
118,509174D4-25F9-4619-ADC8-412ACB62B025,58FL,A I M,20.0,
119,35FC50DF-7CF7-4C1B-A9C3-671717A9464A,3FD8,West Boca Medical Center,20.0,
120,13D5136E-1EAA-4127-AC20-68A7689FD6AB,1J0,Tri-Co,86.0,
121,7552BA2A-F271-4A78-9043-F589EFEF481A,FA55,Garner Fld,105.0,
122,E2C247C8-9EE9-4B85-B72C-DBB7CC69FD0A,7FD5,Doctors Hospital,133.0,
123,7E7A424A-2BCA-435A-B86F-91D0D7D19EE3,FA44,Willis,18.0,
124,0D2734C9-6475-4E99-9788-C101A6043C3E,88FD,Bethesda Mem Hospital,55.0,
125,0B7C7114-9257-47FF-A2D3-1F59E78EC395,FL47,Bethesda West Hospital,21.3,
126,E4ED3A08-8FDB-4B43-AE98-4153A73C1F63,1FD8,Mem Hospital-Flagler Helistop,23.0,
127,E6D6D3D6-9B82-4F12-B199-FD45E95DE682,5FD4,Flagler Co Emergency Opns Center,31.0,
128,99E27464-57B4-4882-82EC-C21AA3CD85B7,09FD,Cheryl-Lane Landings,71.0,
129,34E1F6CB-9F73-418F-B8DA-5557E872663B,25FL,Connell's Wahoo,65.0,
130,4D301696-EF24-499E-BAD5-C9C378A11188,4FL2,Ko-Kee,72.0,
131,580E8685-696D-40F2-9471-32B89FEACF34,9FL1,Flying W Airranch,58.0,
132,82E4DA2E-A8C3-4719-895A-064C646AF210,00FA,Grass Patch,53.0,
133,9BEC4C6A-0266-4DB4-AEE0-BB8930F0551B,2CB,Camp Blanding AAF/NG,196.0,
134,0DCCC643-A1F8-4FB8-A9AC-A6891B3C1ECB,FD66,Cape Coral Hospital,11.0,
135,D65DB22A-8A7C-403A-859A-FB9FFA73AEE7,5FD8,Bokeelia Helistop,10.0,
136,FE9E785F-4798-4088-943B-2FE61E3AD678,5FD9,St James Helistop,6.0,
137,27DD3D5B-585D-44FF-9989-A3D779E6B1D7,X13,Carrabelle-Thompson,20.0,
138,BA236B36-F564-4CB1-89AF-48396277B8C7,FA43,Dog Island,4.0,
139,CCC38BFC-9A64-4DEA-BAEE-1461CAE14514,FL04,Pate Lake,90.0,
140,0AC1C868-2BA2-4A42-B246-8C4721F42360,FD14,Paniola Air Ranch,140.0,
141,12368B80-9926-44E3-8CA2-1C089AEE3BF7,74FD,Clarksville,90.0,
142,86F92CFA-51F2-4E1F-89F6-3E3386180C00,5FD1,Ron Wood,140.0,
143,E4E04B92-A65E-4C1F-981C-5367E2170401,CLW,Clearwater Air Park,71.0,KCLW
144,63E183ED-7884-40FF-BEC7-BE37AF4D261E,06FL,Morton Plant Hospital,3.0,
145,EEA623D4-57F7-42C2-AE57-C26B095B1036,21FL,Kings Fld,98.0,
146,2BC46C90-C450-4116-86B9-D049EEC634CB,3FA2,Fly High,115.0,
147,429D6AF5-E924-44B6-971A-581AEF0BD5A9,2FA4,Southern Ranch,18.0,
148,03B74257-55B1-4069-AD74-A385E28B2AF2,0FL0,Harper's Fly-In Ranch,30.0,
149,686C24FD-4E13-4B18-B7F7-082D576CC968,0FL9,Mc Daniel Ranch Inc,18.0,
150,DF29D18E-B340-4FB8-BC0F-1C5D79545224,2IS,Airglades,20.2,
151,95AB492E-7985-4BBF-84A1-38226BE75BBB,3FL4,Knobel,38.0,
152,23460EA2-29E8-400E-A28C-5712ACCB3DC3,FA13,Treasure Lagoon,0.0,
153,D5EDBED6-70D6-44AA-B02F-8EEC8F59C8FD,CTY,Cross City,42.1,KCTY
154,C94FC0C3-FD88-488A-B380-3181F915FFCF,35FA,Rimes Lakecrest,65.0,
155,D3F14CD8-04A7-4E99-B301-DDA39A880F3F,CGC,Crystal River-Captain Tom Davis Fld,8.9,KCGC
156,93C92BE3-0BA6-42D2-85E4-111C942868FE,66FD,J R's,50.0,
157,71D0953F-3F6E-4DA2-9127-9575C68D8368,6FD1,Crystal River Power Plant,15.0,
158,72415BE0-FBB9-4B52-8B75-DC5D5A2326DA,1FA1,Post Oak Ranch,25.0,
159,7B395380-8F31-49C7-A2DB-6D9DAD7FD311,2FL3,Folsom,155.0,
160,7F9A58A8-E80D-4BDD-BAA7-306F7D104D50,FD53,Cub Haven,70.0,
161,7AD6128D-5711-4BD8-B0CC-2D1DDDECF645,3FL1,Two J's Flying Ranch,60.0,
162,31587893-45C5-4841-8FB8-7257EF7E1418,5FL0,Dusty Airpatch,120.0,
163,453779E4-CA62-4B27-B661-4ACDA33E6CDC,89FD,Tranquility Pad,38.0,
164,96E25641-C08E-490D-BC6B-5E448BB08E0A,FL69,Grande Oaks Golf Club,10.0,
165,E07E70EB-0BDF-476B-843E-F49FB31F549F,9FD7,Fort Atkinson Plantation Arpk,90.0,
166,7005287A-7ADE-4969-A74E-C3795A8F93E3,DAB,Daytona Beach Intl,34.1,KDAB
167,DBCF1599-1509-4825-9CEE-80B7C692435D,2FD9,Advent Health Deland,78.0,
168,377B04B4-F1AE-420C-B6DF-BF845EDAA5AC,FD86,Deep Woods Ranch,45.0,
169,87C5B5E1-EDA3-4754-A781-705AF220DCC2,85FA,North Exuma,62.0,
170,20D671E8-0FB6-45BE-A335-3A7D9AFC593B,1J6,Bob Lee Flight Strip,94.0,
171,CAB60B64-6FC1-4C50-8AE4-AF7AFFF4E4DE,FD90,Lafayette Landings,35.0,
172,80491EAC-CCDB-47E2-9D07-3A15A11CB62F,FD08,Antiquers Aerodrome,23.0,
173,B6C98D28-CFF0-461E-8F1D-E94148A31751,48FD,Delray Medical Center Emergency Helistop,81.0,
174,06A9C84C-68FC-413C-871F-EE7A3982447C,FL64,Hardrives Delta Nr 3 Helistop,15.0,
175,67E50EA5-7233-4FF1-96AA-332202ECDF9F,DTS,Destin Exec,22.6,KDTS
176,DD5AF637-9D86-4E37-B4DF-172BDF541E24,3FL7,Sacred Heart Hospital On The Emerald Coast,17.0,
177,B187486D-D350-4D5F-BAA7-AA5630D989DF,22FD,Destin Emergency Care Center,13.0,
178,78E1459F-264B-4CAE-88D8-D0F1F387C640,58FD,Southerly,78.0,
179,9FAF14F6-F8EF-42C9-A8F0-F3FEABADA1B7,4FL3,Fellsmere,24.0,
180,A527FD2A-911A-4937-B82F-FCCC3A9829E0,FHB,Fernandina Beach Muni,15.7,KFHB
181,86C4277C-5DDA-4C4C-B1F8-68DF808AFE3A,FD91,Baptist Medical Center of Nassau,20.0,
182,9F94EBCB-92A9-4559-8503-B9449CAA131F,FL84,Flying-A-Ranch,25.0,
183,78732C72-C3C9-457D-A243-1DBA81A58239,05FA,Melanie's,295.0,
184,B70AC68C-8664-438C-813A-0C5F63EDB74E,FL75,Indian Hammock,65.0,
185,5A5A4C23-2EDC-4608-8B54-3CE1C8AB7DE0,FLL,Fort Lauderdale/Hollywood Intl,65.0,KFLL
186,DEE055DF-3731-4B3F-BB73-741EA5ED39AE,2FD4,Port Everglades,25.0,
187,70E28373-881D-4DA6-8854-0FACFD7C12A2,6FD8,Broward Health Medical Center,27.0,
188,F6B50B4C-6701-4C8E-9CD7-05AE73CC67CC,30FD,City of Fort Lauderdale,6.0,
189,86E27B40-A2D3-4930-8600-B186D976A954,DT1,Downtown Fort Lauderdale,114.0,
190,EEFC2252-4AF0-45A7-AEE3-0C86812B377B,FMY,Page Fld,17.1,KFMY
191,F2C62075-D223-4F64-9E88-8BFE9D5B5F61,4FA3,Tranquility Bay Strip,8.0,
192,AB26798F-B877-488F-BEE2-712E8A02945C,RSW,Southwest Florida Intl,29.7,KRSW
193,972F8393-9669-49AD-822E-94051A7F3627,FL86,Woodstock,5.0,
194,846800FB-5D43-4B64-8C36-0F19767380E9,94FL,Pine Shadows Arpk,20.0,
195,5462345F-7EE4-4E58-A5D7-3A7BC6C20BC5,FL59,Buckingham Fld,23.0,
196,77735198-6D9C-47B0-ACB1-3FA6EA6805E3,FD30,Southeastern,23.0,
197,C9AB86B6-4B8F-4604-B9B4-423C054C80F9,7FL8,Dragonfly,25.0,
198,8EBC88F1-9230-4DE0-A837-81BFA54BBF89,FL29,Hales 700,26.0,
199,1CAD5422-7310-47BE-80B2-1DCAB343A8C7,FD88,Aero Acres,25.0,
200,3FD7B594-FDA8-45F8-89DC-77FF5F3006C8,FL37,Treasure Coast Arpk,30.0,
201,A598A610-6033-4F3A-BC7C-2883ED7535D6,FD57,Baggett,18.0,
202,32B2A1A6-92E9-4127-B003-D9693CDC37E9,75FD,Fp & L Nuclear Power Plant,17.0,
203,52D7A3CE-5EE0-4A30-A007-5E55F399A168,FD19,Lawnwood Medical Center,18.0,
204,CEA6EB75-65DC-4B69-8933-7933523BD58F,FL67,Evans Properties Inc,24.0,
205,C106CF87-3087-4A2F-9451-15E49A7153BA,FPR,Treasure Coast Intl,23.4,KFPR
206,61836CF8-4117-4F09-AFEB-D19E33128012,FD45,Fort Walton Beach Medical Ctr,61.0,
207,0CCA24EC-3984-4730-9BDB-8CE43691414B,FA14,Broadway Helicopters,10.0,
208,4AF1E6DC-9CCC-413D-9249-23A2AC011BBE,FD31,Bradley,20.0,
209,20AF39C8-8E55-4700-B65A-43B7205C3AF8,68FD,Maran,225.0,
210,8E3DE9E0-4371-4DAB-884A-B9525A31519B,0FD3,Dugger Fld,70.0,
211,C31035B4-DBB0-4A47-9309-5C24B8C395D4,38FD,Griffin's Main Office,125.0,
212,7C7A2E5D-B79A-4DD8-AED8-94971D7DE082,4FL5,Ridge Landing,140.0,
213,A04D84F5-0385-4693-A784-EF551C2B8E3D,52FL,Lake Clinch Arpk,110.0,
214,D7D4C2C7-C3D9-49A4-9B9C-3BA15AA1C36E,FD46,Goddard Seadrome,78.0,
215,C00EFE71-A012-44AD-AA6E-DB8736949C47,FD27,Cuyler Fld,120.0,
216,79CB856A-CF82-488C-9045-BEF49EF3FC04,FD26,Kirkland,180.0,
217,1037AAA0-C416-41FE-BD26-4A0F267C2F8E,FL60,Reynolds Arpk,21.0,
218,2E96CF52-0084-4BD1-B5F9-1838C900B1C9,7FL4,Haller Arpk,75.0,
219,78F29DC0-0DE6-4E03-82DE-A5847E31C4EE,9FL8,Finlayson Farm,150.0,
220,D25D684D-2C78-48EC-9EE0-1720211AEEDE,20FD,Pratt,100.0,
221,7C273084-9BA0-43C8-ACCA-F52A7D53B8E7,5FL8,Chipola Arpk,125.0,
222,AB972F42-70CD-47DA-8844-CE4D07C2DA0E,FA42,Sheets,118.0,
223,09CFA497-C7E1-4F03-A58E-B5F3425ED95D,02FA,Osborn Airfield,121.0,
224,24518D23-BB6C-4459-8E72-2E0E1469CED0,6FL0,Seminole Lake,120.0,
225,6CC09621-6DB6-4CD3-B1CB-CB78AE25B2F0,FD78,Kennedy,94.0,
226,9BC327BA-6126-432C-9434-55596B5B14F9,FD47,Gulf Breeze Hospital,14.0,
227,6BE557D0-78DB-484A-9A2E-3D0E58DF2A5C,7FD2,Drake Ranch,50.0,
228,4F149A45-D783-40DC-B5E6-D6460C114946,84FL,Capeletti,7.0,
229,85B32CBE-C0FE-4A5F-95E7-F87F6EC9D2D6,1FA5,Palmetto General Hospital,10.0,
230,6AC7B6BE-1F87-4E20-A16B-118974D8C6E8,6J8,Oak Tree Landing,90.0,
231,41476501-1C95-4B8B-A696-3C37FCAE527C,7FL7,Lazy S Farm,89.0,
232,7D46912B-376B-480B-B2B3-EAE742FBEA0F,01J,Hilliard Arpk,59.0,
233,3BE26083-E0E6-4871-9FC2-1E9366A8E47C,81FA,Johnson Ranch,14.0,
234,4644D312-D6CB-444C-B6C2-0A6A6062D4F9,HWO,North Perry,8.5,KHWO
235,59DDAD0E-943F-42E6-962E-DE60396BA3AD,77FD,Mem Rgnl Hospital,62.0,
236,05B401E7-8B85-4834-B41B-A3D2F8DD9E16,FD93,Yellow River Airstrip,150.0,
237,236E754C-7A31-44D7-8DCD-8E3B9C9E0312,HST,Homestead ARB,5.6,KHST
238,7DEAB3FF-2715-4AF8-A819-26754651A605,X51,Miami Homestead General Aviation,7.0,
239,9635790E-E73C-44CA-9E95-1EA1708D739B,FA05,Holiday Isle,0.0,
240,2974CA57-A662-4B7D-A568-15A88AF1F878,2FD2,Marjorie Kennan Rawlings,78.0,
241,D3CB222F-89BA-4325-A5E6-7227D1520EFC,HEG,Herlong Recreational,85.9,KHEG
242,FB285804-824E-4F34-9CAF-DFB6002F9D95,FD11,Fpc,8.0,
243,A97CBD07-DFE0-48F1-9F98-49F7F2267E86,FD58,St Luke's Hospital,25.0,
244,55EE93E9-DC8B-4CCF-8748-D35AA66DEFF8,6FL1,Mayo Clinic,15.0,
245,CA8037E4-4296-400E-9E4C-2BCE13C13E8D,FD87,Jacksonville Pre-Trial Detention Facility,162.0,
246,5D7116F7-5CF3-406A-B66C-F45DD2D98623,FD76,Thomas Contracting,20.0,
247,E2E20781-927D-4930-B08E-27A9C0FE0984,JAX,Jacksonville Intl,29.2,KJAX
248,6E824E65-BDA8-4513-9E0D-5CAFD71C7C0A,7FD4,Baptist Medical Center,65.0,
249,6A461469-7278-4E21-B34B-7B2B9C148453,0FL8,Gary Gale,0.0,
250,255EA8AA-BDB6-438D-96D2-E0D4F3EB945A,FD48,Deep Forest,24.0,
251,47E26404-FBFA-4B02-9890-BB929C41E0EC,VQQ,Cecil,79.6,KVQQ
252,2D9140C3-D42C-40EC-BB4E-7B47B1762817,50FL,Odom's Flying Service,245.0,
253,642D130F-D575-4715-B438-3475EAA1743E,14FL,Wells Flying Service,240.0,
254,4578B30E-BC61-43CF-A2D9-A2BECAB07D46,FA16,Jay Hospital,252.0,
255,F7D767F5-50FA-4DEA-A44C-00C0EC69B034,56FL,Buchanan,246.0,
256,AE8348E7-D81E-4230-B4AB-BD3BAD40DC4C,FA11,Bird Fld,150.0,
257,5D3E7DF2-FAB3-4B63-889A-FD6DA8EA8558,59FL,Florida Power & Light-Juno Beach,61.0,
258,FF591865-5830-4DFA-9F92-EED0811DFC75,2FL4,Brady,4.0,
259,566B0A9E-B1BA-4153-BACB-5B6484AFA0E0,06FA,William P Gwinn,28.0,
260,27ADDC40-2C74-49F5-9BBF-8F4311A7E7E7,60FL,Jupiter Medical Center,15.0,
261,C2FDFB77-5A0B-4E89-B2F1-02EA77656CCF,FD15,Tailwinds,19.0,
262,DAD276B8-37E0-423C-B1A2-C2BD5583CAAE,12FD,Osceola Rgnl Hospital,59.0,
263,56D74325-0ABC-4BF3-8206-C18B2EEEDF13,43FD,Cole's,53.0,
264,612114A9-77F2-43B8-9D42-A6E692E821C2,85FD,Advent Health Kissimmee,81.0,
265,77D1765A-AD67-4436-AE54-6E3A2961F656,19FD,Osceola Sheriff's Ofc - Bronson Hwy,66.0,
266,B6D998F6-E456-4A40-AEEE-FD972DC7C2A6,1FL1,America's Chopper Pilots,75.0,
267,886F6B66-7E28-4110-93B3-54C7E98613B1,FD12,Toho,80.0,
268,4F1790FB-8581-4D42-B45A-906DF5CF1288,FD83,Stout,65.0,
269,6C9EBC2E-D9F4-4F1C-B4FC-631DAC99344D,FD54,Gold Eagle Helicopters Inc,80.0,
270,7638BC11-7CC2-499B-A268-AF9F47D30FD1,36FA,Hawkeye Heli-Tours,85.0,
271,4CF3544D-F5E3-4B98-A17A-DF3385507CEC,X14,La Belle Muni,20.2,
272,735A3921-FC48-4044-8719-F131FA6DC9C0,08FA,Duda Airstrip,35.0,
273,BCD0433D-461F-4EC2-97B0-88748ED39931,FA51,Sky Manor Arpk,15.0,
274,2F3CD274-663A-4DFA-A43A-1429C480535A,FL27,Lake City Arpk,120.0,
275,E6721559-D510-42AA-AE2B-CA39F45D2652,1FL3,Z Ranch,75.0,
276,5137E4AF-8843-4D61-A5C7-16A894A8384A,1FL2,Lake City Medical Center,147.0,
277,697B2413-0C27-403F-98FE-A2668114C5FC,X49,South Lakeland,110.0,
278,2BA573FE-0D5E-4161-808C-65BFF60AA38F,8FA0,Lake Gibson,142.0,
279,89A9F82C-1601-4EBC-877B-16E60B117486,7FD7,Lakeland Rgnl Medical Center,243.0,
280,E5FA60E5-98E3-4F97-8362-50AFCB240039,40FD,Little's,115.0,
